index,apartment_type,metro_station,minutes_to_metro,region,number_of_rooms,area,living_area,kitchen_area,floor,number_of_floors,renovation,price
274,Secondary,Чистые пруды,8,Moscow,3,56.41,30.9,15.6,4,14,Cosmetic,30360370.0
275,New building,Молодежная,14,Moscow,2,246.47,192.8,9.7,6,16,Cosmetic,23414544.0
276,Secondary,Силикатная,6,Moscow,1,29.78,11.9,17.3,20,17,Designer,15072931.0
277,New building,Жулебино,12,Moscow region,1,59.74,43.1,2.8,6,8,Cosmetic,5782433.0
278,New building,Каширская,12,Moscow,1,29.43,11.1,21.2,19,14,Cosmetic,11715530.0
279,Secondary,Шелепиха,16,Moscow,3,80.64,56.8,11.7,16,38,Without renovation,29563550.0
280,Secondary,Минская,14,Moscow,1,97.43,66.1,19.5,1,20,Designer,94942401.0
281,Secondary,Алма-Атинская,12,Moscow,6,65.3,18.0,21.1,1,32,Designer,14174238.0
282,New building,Битца,12,Moscow region,1,51.71,13.8,5.5,8,14,Cosmetic,4669839.0
283,Secondary,Борисово,10,Moscow,0,16.85,7.0,8.6,2,3,European-style renovation,5746677.0
284,New building,Селигерская,12,Moscow,1,25.07,12.3,4.9,10,14,Cosmetic,9363873.0
285,Secondary,Опалиха,9,Moscow region,0,20.68,11.5,10.0,2,10,European-style renovation,7587174.0
286,Secondary,Терехово,13,Moscow,3,88.54,60.1,17.4,5,17,Designer,63151296.0
287,Secondary,Балтийская,18,Moscow,3,78.96,44.4,9.2,8,23,Cosmetic,12938174.0
288,Secondary,Жулебино,12,Moscow region,1,37.11,13.7,8.5,14,10,Without renovation,4585324.0
289,New building,Народное Ополчение,12,Moscow,2,63.33,28.1,19.1,6,14,Cosmetic,15732721.0
290,Secondary,Улица 1905 года,13,Moscow,4,88.98,47.4,19.7,33,20,Designer,62745051.0
291,Secondary,Чертановская,12,Moscow,2,88.33,58.8,20.1,9,22,European-style renovation,12749813.0
292,Secondary,Аминьевская,3,Moscow,0,32.98,24.7,7.8,2,5,Designer,20490726.0
293,New building,ЗИЛ,16,Moscow,2,53.14,14.0,8.3,6,14,Cosmetic,21245985.0
294,Secondary,Филатов Луг,5,Moscow,3,87.09,61.2,18.8,21,20,Without renovation,38982896.0
295,Secondary,Нагорная,7,Moscow,1,34.5,24.8,8.2,3,14,Without renovation,10921753.0
296,New building,Прокшино,13,Moscow,1,32.08,13.1,7.9,17,20,Cosmetic,8056177.0
297,New building,Домодедовская,5,Moscow region,2,93.53,63.8,15.8,9,14,Cosmetic,11679709.0
298,Secondary,Измайловская,12,Moscow,0,12.71,7.3,8.2,6,24,European-style renovation,2414235.0
299,Secondary,Остафьево,5,Moscow,1,110.53,88.2,23.2,17,22,Designer,44550609.0
300,Secondary,Народное Ополчение,9,Moscow,4,48.66,30.5,19.0,6,14,Designer,20051891.0
301,Secondary,Аминьевская,11,Moscow,3,67.69,35.4,20.4,5,22,European-style renovation,27028413.0
302,Secondary,Кунцевская,8,Moscow,1,57.06,38.2,11.8,6,21,Without renovation,17620535.0
303,Secondary,Тропарево,13,Moscow,1,39.82,11.3,10.9,1,15,Without renovation,12519583.0
304,Secondary,Алексеевская,18,Moscow,0,36.06,25.9,21.3,1,8,European-style renovation,20568759.0
305,Secondary,Преображенская площадь,12,Moscow,1,38.46,19.9,8.4,10,23,Designer,16759161.0
306,New building,Депо,12,Moscow,1,35.14,16.1,4.4,9,14,Cosmetic,4129040.0
307,New building,Каширская,9,Moscow,1,46.66,15.6,19.7,11,7,Cosmetic,10906780.0
308,New building,Зябликово,13,Moscow region,1,41.78,29.8,5.0,5,20,Cosmetic,8685587.0
309,Secondary,Зябликово,25,Moscow region,1,24.91,16.6,23.5,13,10,Without renovation,8939860.0
310,New building,Коммунарка,12,Moscow,3,43.75,10.4,19.4,10,10,Cosmetic,10696140.0
311,Secondary,Опалиха,19,Moscow region,0,29.62,22.8,5.7,1,28,Cosmetic,5675288.0
312,Secondary,Нахимовский проспект,11,Moscow,4,77.68,52.2,17.8,14,22,Cosmetic,27121489.0
313,Secondary,Технопарк,19,Moscow,1,60.05,30.8,20.0,2,22,Designer,41652895.0
314,Secondary,Красные ворота,19,Moscow,3,86.07,45.0,11.7,32,9,Designer,51920883.0
315,New building,Братиславская,13,Moscow,2,23.87,16.0,8.1,14,20,Cosmetic,5036826.0
316,New building,Красногвардейская,13,Moscow region,1,45.48,28.3,5.0,1,16,Cosmetic,4062874.0
317,Secondary,Курская,4,Moscow,4,218.31,72.8,26.7,2,63,European-style renovation,116320534.0
318,New building,Красногвардейская,12,Moscow region,1,22.09,12.1,9.8,12,14,Cosmetic,2148875.0
319,New building,Котельники,19,Moscow region,1,76.32,40.9,5.4,8,14,Cosmetic,5044951.0
320,Secondary,Медведково,14,Moscow,4,87.09,70.6,18.2,1,9,European-style renovation,28169296.0
321,Secondary,Измайловская,24,Moscow,3,59.04,20.6,8.7,7,16,European-style renovation,16198404.0
322,Secondary,Локомотив,14,Moscow,1,47.89,26.9,10.4,14,16,Designer,19890271.0
323,New building,Красногвардейская,13,Moscow region,2,32.09,8.1,11.0,11,14,Cosmetic,3693061.0
324,New building,Братиславская,12,Moscow,1,44.2,27.7,11.9,6,20,Cosmetic,13414307.0
325,Secondary,Третьяковская,6,Moscow,6,107.11,22.2,28.9,4,11,European-style renovation,89622708.0
326,New building,Домодедовская,9,Moscow region,1,36.25,16.2,4.0,1,16,Cosmetic,7294546.0
327,New building,Братиславская,4,Moscow,2,16.59,8.7,10.0,9,14,Cosmetic,5987063.0
328,New building,Китай-город,12,Moscow,3,115.87,75.6,19.2,8,22,Cosmetic,28762950.0
329,Secondary,Волжская,12,Moscow,1,54.46,36.7,12.3,23,20,Cosmetic,20360448.0
330,New building,Депо,12,Moscow,1,44.88,29.0,9.1,21,23,Cosmetic,6591706.0
331,Secondary,Боровское шоссе,19,Moscow,2,72.21,40.0,19.4,5,46,Without renovation,15650694.0
332,New building,Битца,19,Moscow region,2,56.4,31.9,13.1,19,20,Cosmetic,6274896.0
333,Secondary,Гражданская,15,Moscow,4,113.76,59.0,23.5,1,9,European-style renovation,38915168.0
334,Secondary,Спартак,18,Moscow,3,136.22,63.3,5.6,7,22,European-style renovation,65345625.0
335,Secondary,Озёрная,11,Moscow,4,61.62,31.5,9.8,24,21,European-style renovation,15138838.0
336,Secondary,Рассказовка,4,Moscow,4,89.76,57.6,19.1,9,22,Cosmetic,14551057.0
337,Secondary,Щукинская,9,Moscow,6,206.35,154.4,39.6,4,9,European-style renovation,159298887.0
338,Secondary,Серпуховская,13,Moscow,4,166.95,113.6,23.7,1,11,European-style renovation,159653674.0
339,Secondary,Алма-Атинская,19,Moscow region,1,68.76,46.6,9.0,17,16,Cosmetic,6656597.0
340,Secondary,Раменки,13,Moscow,5,223.11,147.9,27.3,2,47,European-style renovation,156976757.0
341,Secondary,Жулебино,13,Moscow region,1,19.52,10.8,8.2,7,11,Without renovation,3746111.0
342,Secondary,Молодежная,19,Moscow,1,33.26,22.5,12.1,1,10,European-style renovation,17418565.0
343,Secondary,Красногвардейская,12,Moscow region,0,20.25,12.2,5.4,1,8,Without renovation,2541822.0
344,New building,Жулебино,12,Moscow region,2,32.94,21.3,3.8,8,20,Cosmetic,4105298.0
345,Secondary,Бутово,19,Moscow,1,72.72,48.2,11.4,8,23,Without renovation,12327668.0
346,Secondary,Яхромская,17,Moscow,2,42.92,24.8,19.5,1,18,Without renovation,5836118.0
347,New building,Котельники,13,Moscow region,1,53.07,12.2,4.0,8,20,Cosmetic,9547376.0
348,Secondary,Народное Ополчение,18,Moscow,1,54.91,34.7,8.9,15,14,Cosmetic,9250976.0
349,Secondary,Маяковская,13,Moscow,4,28.18,14.6,9.0,15,11,Designer,15187387.0
350,New building,Панфиловская,19,Moscow,1,84.62,36.3,13.4,5,52,Cosmetic,22160536.0
351,Secondary,Бутово,4,Moscow region,1,29.37,11.4,8.6,9,15,Without renovation,6882424.0
352,New building,Красногвардейская,6,Moscow region,1,30.33,9.1,5.0,22,20,Cosmetic,6125057.0
353,Secondary,Битца,19,Moscow,3,52.15,28.4,22.1,11,23,European-style renovation,10657901.0
354,New building,Зябликово,8,Moscow region,2,81.65,35.9,20.2,13,9,Cosmetic,12570123.0
355,Secondary,Бунинская аллея,7,Moscow,4,72.42,54.3,8.6,7,14,Without renovation,24213635.0
356,Secondary,Пушкинская,9,Moscow,1,48.84,30.3,11.9,4,28,Designer,24480377.0
357,Secondary,Коммунарка,9,Moscow,1,32.67,24.4,5.1,1,10,Cosmetic,12172135.0
358,Secondary,Академическая,60,Moscow,5,204.1,80.8,25.2,43,11,European-style renovation,55723776.0
359,Secondary,Аминьевская,8,Moscow,3,73.21,39.7,15.7,19,53,Designer,41752486.0
360,Secondary,Щелковская,11,Moscow,3,82.5,50.1,12.8,26,23,European-style renovation,12942600.0
361,Secondary,Третьяковская,12,Moscow,0,32.21,23.8,4.0,1,6,Designer,22853608.0
362,Secondary,Ломоносовский проспект,6,Moscow,5,187.18,106.3,29.2,4,6,European-style renovation,213404508.0
363,Secondary,Спартак,12,Moscow,5,316.43,84.9,24.2,1,14,European-style renovation,207414845.0
364,Secondary,Бульвар Рокоссовского,5,Moscow,3,70.92,48.0,20.5,8,22,European-style renovation,30582676.0
365,Secondary,Красногвардейская,8,Moscow region,0,12.09,8.9,6.8,1,10,Without renovation,3835414.0
366,Secondary,Котельники,12,Moscow region,2,40.37,21.8,9.0,11,14,Without renovation,10744638.0
367,Secondary,Братиславская,7,Moscow,2,52.16,27.3,10.3,29,20,European-style renovation,16551644.0
368,Secondary,Силикатная,8,Moscow,0,17.43,8.9,4.3,4,11,Cosmetic,8816697.0
369,Secondary,Комсомольская,5,Moscow,4,109.88,64.6,18.9,1,10,Designer,32528705.0
370,Secondary,Площадь Гагарина,8,Moscow,0,20.25,12.5,8.3,3,5,European-style renovation,3915802.0
371,New building,Красногвардейская,4,Moscow region,6,100.62,56.5,10.2,3,16,Cosmetic,14456858.0
372,Secondary,Улица Дмитриевского,19,Moscow,3,37.04,15.7,6.4,1,9,Designer,15545272.0
373,Secondary,Ольховая,14,Moscow,3,96.51,54.6,19.0,13,22,European-style renovation,21926013.0
374,Secondary,Академическая,10,Moscow,6,196.39,133.5,14.2,22,6,European-style renovation,98458883.0
375,Secondary,Покровское,11,Moscow,0,23.94,10.8,8.1,1,5,Designer,8552269.0
376,Secondary,Смоленская,13,Moscow,3,57.15,28.5,12.9,3,10,Without renovation,25627640.0
377,Secondary,Волгоградский проспект,12,Moscow,1,46.91,29.5,8.5,9,21,Cosmetic,20403271.0
378,Secondary,Проспект Вернадского,5,Moscow,4,100.65,52.9,20.0,11,13,European-style renovation,62389805.0
379,Secondary,Дмитровская,4,Moscow,4,147.77,106.4,14.0,2,21,European-style renovation,45645334.0
380,Secondary,Смоленская,19,Moscow,4,79.05,51.0,22.1,10,4,Designer,28865740.0
381,New building,Коптево,6,Moscow,2,56.4,22.2,19.3,12,14,Cosmetic,20652151.0
382,Secondary,Зорге,19,Moscow,4,95.55,43.0,16.1,18,8,European-style renovation,48983811.0
383,Secondary,Братиславская,16,Moscow,6,139.16,58.1,6.1,1,11,European-style renovation,23401917.0
384,New building,Каширская,13,Moscow,2,87.28,42.8,21.6,3,22,Cosmetic,22706374.0
385,New building,Кантемировская,13,Moscow,2,132.31,41.4,11.3,12,14,Cosmetic,22556111.0
386,Secondary,Строгино,12,Moscow,4,112.25,67.9,19.1,5,21,European-style renovation,28600262.0
387,Secondary,Коломенская,18,Moscow,3,79.83,45.0,10.2,12,22,Cosmetic,19325667.0
388,Secondary,Аэропорт,12,Moscow,0,31.6,23.5,8.9,1,8,Cosmetic,4752933.0
389,Secondary,Стрешнево,13,Moscow,4,80.86,46.0,8.5,4,21,Without renovation,37556222.0
390,New building,Красногвардейская,9,Moscow region,2,46.79,20.2,10.0,6,9,Cosmetic,9436016.0
391,Secondary,Спортивная,19,Moscow,0,31.29,11.6,8.3,10,10,Without renovation,21326330.0
392,New building,Красногвардейская,13,Moscow region,2,27.14,13.3,11.3,13,20,Cosmetic,5810177.0
393,Secondary,Верхние Котлы,6,Moscow,0,22.57,12.1,5.9,6,38,Cosmetic,14358312.0
394,New building,Котельники,13,Moscow region,2,66.35,39.9,18.5,6,27,Cosmetic,5914749.0
395,New building,Красногвардейская,12,Moscow region,2,31.11,20.7,9.6,4,16,Cosmetic,3761163.0
396,Secondary,Ломоносовский проспект,9,Moscow,5,219.18,116.0,51.2,3,11,European-style renovation,217688564.0
397,Secondary,Деловой центр,19,Moscow,6,204.25,132.7,13.3,1,9,Designer,254673926.0
398,Secondary,Новогиреево,8,Moscow,6,38.02,24.3,5.0,1,8,European-style renovation,9161282.0
399,Secondary,Опалиха,12,Moscow region,3,96.37,50.1,15.9,1,8,European-style renovation,23909029.0
400,New building,Каширская,13,Moscow,3,86.11,44.8,20.4,21,8,Cosmetic,27335234.0
401,Secondary,Тверская,9,Moscow,4,115.4,67.8,20.0,19,21,European-style renovation,53798250.0
402,Secondary,Аминьевская,5,Moscow,6,111.88,64.5,21.3,1,6,European-style renovation,61595059.0
403,Secondary,Улица Старокачаловская,4,Moscow region,6,9.71,6.1,8.9,1,5,European-style renovation,11562890.0
404,Secondary,Студенческая,5,Moscow,1,59.74,28.0,25.8,1,25,European-style renovation,39720486.0
405,Secondary,Раменки,19,Moscow,1,61.9,45.5,13.7,20,23,Designer,48421227.0
406,New building,Битца,5,Moscow region,6,92.67,20.7,14.3,10,23,European-style renovation,8274762.0
407,Secondary,Сетунь,11,Moscow,1,19.11,11.5,4.5,1,26,Without renovation,7491295.0
408,New building,Котельники,4,Moscow region,1,36.36,27.3,9.6,19,14,Cosmetic,4056626.0
409,Secondary,Смоленская,5,Moscow,0,21.14,11.1,9.9,1,8,European-style renovation,18112479.0
410,Secondary,Строгино,13,Moscow,4,82.72,48.5,21.9,6,18,European-style renovation,12763586.0
411,Secondary,Улица Академика Янгеля,26,Moscow,5,150.45,73.9,29.3,1,10,European-style renovation,24226616.0
412,Secondary,Физтех,12,Moscow,3,97.27,68.8,20.3,8,21,European-style renovation,23945265.0
413,Secondary,Отрадное,4,Moscow,6,75.83,29.4,5.6,1,9,European-style renovation,10812094.0
414,Secondary,ЗИЛ,7,Moscow,1,78.59,40.4,14.2,3,14,Cosmetic,33406060.0
415,Secondary,Алексеевская,13,Moscow,3,56.74,40.6,16.6,1,22,European-style renovation,14710080.0
416,New building,Ольховая,19,Moscow,3,48.98,30.3,11.8,9,16,Cosmetic,13313214.0
417,New building,Жулебино,9,Moscow region,2,40.87,16.3,4.2,12,20,Cosmetic,4842601.0
418,Secondary,Бабушкинская,19,Moscow,2,69.03,50.2,14.3,11,21,Cosmetic,22353827.0
419,Secondary,Раменки,12,Moscow,1,60.63,31.7,15.3,20,20,Designer,42829066.0
420,Secondary,Улица 1905 года,6,Moscow,3,34.31,8.4,8.8,7,22,Cosmetic,12065849.0
421,New building,Братиславская,13,Moscow,1,32.91,19.2,13.8,13,20,Cosmetic,7988745.0
422,New building,Братиславская,13,Moscow,1,77.44,38.8,20.0,9,14,Cosmetic,6758296.0
423,New building,Красногвардейская,8,Moscow region,1,82.42,28.3,9.9,2,10,Cosmetic,12577075.0
424,Secondary,Филатов Луг,5,Moscow,3,68.27,51.3,14.7,9,23,Designer,18618829.0
425,Secondary,Дмитровская,19,Moscow,4,44.19,19.2,14.5,14,8,Cosmetic,16921062.0
426,Secondary,Селигерская,12,Moscow,3,117.71,74.2,23.6,2,9,Without renovation,24732256.0
427,Secondary,Молодежная,13,Moscow,0,17.74,9.2,4.3,1,14,Without renovation,5737667.0
428,Secondary,Павелецкая,13,Moscow,0,18.42,15.3,8.1,2,16,Without renovation,5419975.0
429,Secondary,Опалиха,7,Moscow region,0,31.34,23.7,5.1,18,5,European-style renovation,4353149.0
430,Secondary,Красногвардейская,12,Moscow region,0,17.22,10.4,4.2,1,5,Cosmetic,3360077.0
431,Secondary,Арбатская,18,Moscow,4,93.48,67.4,19.5,18,10,European-style renovation,37163068.0
432,Secondary,Курская,12,Moscow,4,116.47,71.3,30.4,1,7,Without renovation,75008660.0
433,New building,Жулебино,7,Moscow region,2,61.83,50.7,11.3,2,20,Cosmetic,11417228.0
434,Secondary,Петровский парк,6,Moscow,4,252.71,160.8,23.6,2,5,European-style renovation,186590108.0
435,New building,Речной вокзал,12,Moscow,1,41.0,22.8,4.4,14,20,Cosmetic,9161420.0
436,Secondary,Улица 1905 года,13,Moscow,5,230.02,129.1,29.0,1,6,European-style renovation,140084960.0
437,Secondary,Аэропорт,13,Moscow,2,26.47,9.2,4.0,1,9,Without renovation,10821839.0
438,Secondary,Тропарёво,11,Moscow,2,42.02,22.1,14.2,1,22,Designer,18376390.0
439,Secondary,Красногвардейская,12,Moscow region,0,15.04,8.8,5.3,1,4,Cosmetic,1665722.0
440,New building,Зябликово,13,Moscow region,4,47.69,8.3,15.7,4,17,Cosmetic,10708218.0
441,Secondary,Некрасовка,13,Moscow,1,22.37,13.9,8.7,10,9,Without renovation,4917649.0
442,Secondary,Аминьевская,4,Moscow,2,27.88,23.3,8.2,2,11,European-style renovation,18753983.0
443,Secondary,ЗИЛ,19,Moscow,3,85.98,50.4,14.8,2,21,Designer,39597179.0
444,Secondary,Аэропорт,13,Moscow,4,206.1,167.1,8.7,3,20,Designer,107959409.0
445,New building,Красногвардейская,5,Moscow region,2,83.63,56.9,14.9,10,23,Cosmetic,9451724.0
446,Secondary,Академическая,7,Moscow,5,179.92,73.0,21.8,3,6,European-style renovation,107877360.0
447,New building,Депо,13,Moscow,3,26.0,11.8,17.7,6,14,Cosmetic,3580002.0
448,Secondary,Красногвардейская,13,Moscow region,2,38.82,21.8,8.4,1,10,Without renovation,7053071.0
449,New building,Люблино,16,Moscow,4,109.37,58.1,19.6,14,15,Cosmetic,25162594.0
450,Secondary,Преображенская площадь,6,Moscow,0,19.54,13.2,5.9,1,10,European-style renovation,6207052.0
451,Secondary,Автозаводская,15,Moscow,4,54.36,30.0,9.5,23,27,Cosmetic,23457763.0
452,Secondary,Аминьевская,9,Moscow,0,19.63,10.4,8.1,1,5,Cosmetic,8648825.0
453,Secondary,Крестьянская застава,8,Moscow,4,103.37,54.5,18.6,5,21,Designer,67790153.0
